regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	dataSource
Unicoi_County,_Tennessee	Unicoi County, Tennessee	2020-05-13	2020-05-13T19:00:00		3	1		https://www.tn.gov/
Union_County,_Arkansas	Union County, Arkansas	2020-05-13		4	84	62	534	https://www.healthy.arkansas.gov/
Union_County,_Florida	Union County, Florida	2020-05-13		0	10		376	https://floridahealthcovid19.gov/
Union_County,_Georgia	Union County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	36			https://dph.georgia.gov/
Union_County,_Illinois	Union County, Illinois	2020-05-13		1	105			http://www.dph.illinois.gov/
Union_County,_Indiana	Union County, Indiana	2020-05-13	2020-05-13T12:00:00		8		81	https://coronavirus.in.gov/
Union_County,_Iowa	Union County, Iowa	2020-05-13		0	2			https://idph.iowa.gov/
Union_County,_Kentucky	Union County, Kentucky	2020-05-13		0	10			https://govstatus.egov.com/
Union_County,_Mississippi	Union County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	4	55			https://msdh.ms.gov/
Union_County,_New_Jersey	Union County, New Jersey	2020-05-13		908	14306			https://www.nj.gov/
Union_County,_New_Mexico	Union County, New Mexico	2020-05-13		0	3			https://cv.nmhealth.org
Union_County,_North_Carolina	Union County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	16	304			https://www.ncdhhs.gov/
Union_County,_Ohio	Union County, Ohio	2020-05-13	2020-05-13T18:00:00		28			https://coronavirus.ohio.gov/
Union_County,_Oregon	Union County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	0	4		184	https://govstatus.egov.com/OR-OHA-COVID-19
Union_County,_Pennsylvania	Union County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	1	42		724	https://www.health.pa.gov/
Union_County,_South_Carolina	Union County, South Carolina	2020-05-13		0	31			https://www.scdhec.gov/
Union_County,_South_Dakota	Union County, South Dakota	2020-05-13	2020-05-13T10:30:47		56	34	362	https://doh.sd.gov/
Union_County,_Tennessee	Union County, Tennessee	2020-05-13	2020-05-13T19:00:00		4	3		https://www.tn.gov/
Union_Parish,_Louisiana	Union Parish, Louisiana	2020-05-13		11	227			http://ldh.la.gov/
United_Arab_Emirates	United Arab Emirates	2020-05-14		206	20386	6523		https://covid19.ncema.gov.ae/
United_Kingdom	United Kingdom	2020-05-13	2020-05-13T08:24:00	33186	229705			https://www.gov.uk/
United_States	United States	2020-05-13	2020-05-14T02:39:42.382	83232	1383429			https://github.com/yahoo/covid-19-data/blob/master/data-sources.md
United_States_Virgin_Islands	United States Virgin Islands	2020-05-13	2020-05-13T11:43:24	5	69			https://www.ecdc.europa.eu/
Upper_Austria	Upper Austria	2020-05-14	2020-05-13T20:00:00	54		2177		https://info.gesundheitsministerium.at/
Upshur_County,_Texas	Upshur County, Texas	2020-05-13		0	17	12		https://www.dshs.state.tx.us/
Upshur_County,_West_Virginia	Upshur County, West Virginia	2020-05-13	2020-05-13T17:00:00		6			https://dhhr.wv.gov/
Upson_County,_Georgia	Upson County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	25	255			https://dph.georgia.gov/
Upton,_Massachusetts	Upton, Massachusetts	2020-05-13	2020-05-13T20:00:00		17			https://www.mass.gov/
Uruguay	Uruguay	2020-05-13	2020-05-13T06:38:00	19	843	532	29500	https://www.gub.uy/
Utah	Utah	2020-05-13	2020-05-13T19:00:00+0000	75	6620		156786	https://coronavirus.utah.gov/
Utah_County,_Utah	Utah County, Utah	2020-05-13	2020-05-13T19:00:00+0000	11	1400			https://coronavirus.utah.gov/
Uttar_Pradesh	Uttar Pradesh	2020-05-14	2020-05-13T08:00:00	82	3664	1873		https://www.mohfw.gov.in/
Uttarakhand	Uttarakhand	2020-05-14	2020-05-13T08:00:00	1	69	46		https://www.mohfw.gov.in/
Uvalde_County,_Texas	Uvalde County, Texas	2020-05-13		0	6	6		https://www.dshs.state.tx.us/
Uxbridge,_Massachusetts	Uxbridge, Massachusetts	2020-05-13	2020-05-13T20:00:00		58			https://www.mass.gov/
Uzbekistan	Uzbekistan	2020-05-13		10	2598			https://www.who.int/
Vagos	Vagos	2020-05-14	2020-05-13T23:00:00		20			https://covid19.min-saude.pt/
Val_Verde_County,_Texas	Val Verde County, Texas	2020-05-13		0	13	11		https://www.dshs.state.tx.us/
Vale_de_Cambra	Vale de Cambra	2020-05-14	2020-05-13T23:00:00		153			https://covid19.min-saude.pt/
Valencia_County,_New_Mexico	Valencia County, New Mexico	2020-05-13		1	59			https://cv.nmhealth.org
Valencian_Community	Valencian Community	2020-05-13	2020-05-13T12:22:51	1341	10760	9268		https://www.mscbs.gob.es/
Valley_County,_Idaho	Valley County, Idaho	2020-05-13	2020-05-13T17:00:00		2			https://coronavirus.idaho.gov/
Valley_County,_Nebraska	Valley County, Nebraska	2020-05-13			2		3	http://dhhs.ne.gov/
Valongo	Valongo	2020-05-14	2020-05-13T23:00:00		737			https://covid19.min-saude.pt/
Valpara%C3%ADso_Region	Valparaíso Region	2020-05-14	2020-05-13T04:00:00+0000	24	1123			https://www.minsal.cl/
Van_Buren_County,_Arkansas	Van Buren County, Arkansas	2020-05-13		2	28	26	354	https://www.healthy.arkansas.gov/
Van_Buren_County,_Iowa	Van Buren County, Iowa	2020-05-13		0	8			https://idph.iowa.gov/
Van_Buren_County,_Michigan	Van Buren County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	4	94			https://www.michigan.gov/
Van_Buren_County,_Tennessee	Van Buren County, Tennessee	2020-05-13	2020-05-13T19:00:00		2	2		https://www.tn.gov/
Van_Wert_County,_Ohio	Van Wert County, Ohio	2020-05-13	2020-05-13T18:00:00		3			https://coronavirus.ohio.gov/
Van_Zandt_County,_Texas	Van Zandt County, Texas	2020-05-13		1	22	12		https://www.dshs.state.tx.us/
Vance_County,_North_Carolina	Vance County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	16	173			https://www.ncdhhs.gov/
Vanderburgh_County,_Indiana	Vanderburgh County, Indiana	2020-05-13	2020-05-13T12:00:00	2	194		4690	https://coronavirus.in.gov/
Vatican_City	Vatican City	2020-05-13	2020-05-13T11:43:24		12			https://www.ecdc.europa.eu/
Vaud	Vaud	2020-05-14	2020-05-12T22:00:00+0000	399	5388			https://www.bag.admin.ch/
Velas	Velas	2020-05-14	2020-05-13T23:00:00		5			https://covid19.min-saude.pt/
Venango_County,_Pennsylvania	Venango County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	0	7		321	https://www.health.pa.gov/
Vendas_Novas	Vendas Novas	2020-05-14	2020-05-13T23:00:00		8			https://covid19.min-saude.pt/
Veneto	Veneto	2020-05-14		1712	18813	12081	463154	http://www.salute.gov.it/
Venezuela	Venezuela	2020-05-13	2020-05-13T11:43:24	10	423			https://www.ecdc.europa.eu/
Ventura_County,_California	Ventura County, California	2020-05-13		19	718	475	13930	https://www.cdph.ca.gov/
Vermilion_County,_Illinois	Vermilion County, Illinois	2020-05-13		1	29			http://www.dph.illinois.gov/
Vermilion_Parish,_Louisiana	Vermilion Parish, Louisiana	2020-05-13		2	42			http://ldh.la.gov/
Vermillion_County,_Indiana	Vermillion County, Indiana	2020-05-13	2020-05-13T12:00:00		7		169	https://coronavirus.in.gov/
Vermont	Vermont	2020-05-13		53	929			https://www.healthvermont.gov/
Vernon,_California	Vernon, California	2020-05-13	2020-05-13T03:00:00+0000		1			http://publichealth.lacounty.gov/
Vernon_County,_Missouri	Vernon County, Missouri	2020-05-13		0	4			https://health.mo.gov/
Vernon_County,_Wisconsin	Vernon County, Wisconsin	2020-05-13	2020-05-13T06:00:00		6			https://www.dhs.wisconsin.gov/
Vernon_Parish,_Louisiana	Vernon Parish, Louisiana	2020-05-13		2	19			http://ldh.la.gov/
Vestfold_og_Telemark	Vestfold og Telemark	2020-05-14	2020-05-13T11:00:00		279			https://www.fhi.no/
Vestland	Vestland	2020-05-14	2020-05-13T11:00:00		878			https://www.fhi.no/
Viana_do_Castelo	Viana do Castelo	2020-05-14	2020-05-13T23:00:00		176			https://covid19.min-saude.pt/
Victoria_County,_Texas	Victoria County, Texas	2020-05-13		6	150	114		https://www.dshs.state.tx.us/
Vieira_do_Minho	Vieira do Minho	2020-05-14	2020-05-13T23:00:00		34			https://covid19.min-saude.pt/
Vienna	Vienna	2020-05-14	2020-05-13T20:00:00	144		2126		https://info.gesundheitsministerium.at/
Vietnam	Vietnam	2020-05-14		0	288	252		https://ncov.moh.gov.vn/
Vigo_County,_Indiana	Vigo County, Indiana	2020-05-13	2020-05-13T12:00:00	6	86		1178	https://coronavirus.in.gov/
Viken_(county)	Viken (county)	2020-05-14	2020-05-13T11:00:00		2194			https://www.fhi.no/
Vila_Flor	Vila Flor	2020-05-14	2020-05-13T23:00:00		4			https://covid19.min-saude.pt/
Vila_Franca_de_Xira	Vila Franca de Xira	2020-05-14	2020-05-13T23:00:00		267			https://covid19.min-saude.pt/
Vila_Nova_de_Cerveira	Vila Nova de Cerveira	2020-05-14	2020-05-13T23:00:00		7			https://covid19.min-saude.pt/
Vila_Nova_de_Gaia	Vila Nova de Gaia	2020-05-14	2020-05-13T23:00:00		1461			https://covid19.min-saude.pt/
Vila_Nova_de_Poiares	Vila Nova de Poiares	2020-05-14	2020-05-13T23:00:00		5			https://covid19.min-saude.pt/
Vila_Pouca_de_Aguiar	Vila Pouca de Aguiar	2020-05-14	2020-05-13T23:00:00		4			https://covid19.min-saude.pt/
Vila_Real	Vila Real	2020-05-14	2020-05-13T23:00:00		150			https://covid19.min-saude.pt/
Vila_Verde	Vila Verde	2020-05-14	2020-05-13T23:00:00		214			https://covid19.min-saude.pt/
Vila_do_Conde	Vila do Conde	2020-05-14	2020-05-13T23:00:00		281			https://covid19.min-saude.pt/
Vilas_County,_Wisconsin	Vilas County, Wisconsin	2020-05-13	2020-05-13T06:00:00		4			https://www.dhs.wisconsin.gov/
Villa_Park,_California	Villa Park, California	2020-05-13	2020-05-13T07:00:00+0000		5			https://occovid19.ochealthinfo.com/
Villach	Villach	2020-05-14	2020-05-13T20:00:00		22			https://info.gesundheitsministerium.at/
Vimioso	Vimioso	2020-05-14	2020-05-13T23:00:00		10			https://covid19.min-saude.pt/
Vinhais	Vinhais	2020-05-14	2020-05-13T23:00:00		28			https://covid19.min-saude.pt/
Vinton_County,_Ohio	Vinton County, Ohio	2020-05-13	2020-05-13T18:00:00		15			https://coronavirus.ohio.gov/
Virginia	Virginia	2020-05-13	2020-05-13T10:00:00	927	26746		160077	http://www.vdh.virginia.gov/
Virginia_Beach,_Virginia	Virginia Beach, Virginia	2020-05-13	2020-05-13T13:00:00	18	519			http://www.vdh.virginia.gov/
Viseu	Viseu	2020-05-14	2020-05-13T23:00:00		98			https://covid19.min-saude.pt/
Vizela	Vizela	2020-05-14	2020-05-13T23:00:00		102			https://covid19.min-saude.pt/
Vladimir_Oblast	Vladimir Oblast	2020-05-14	2020-05-13T07:35:00+0000	15	1459	103		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Voitsberg_District	Voitsberg District	2020-05-14	2020-05-13T20:00:00		106			https://info.gesundheitsministerium.at/
Volgograd_Oblast	Volgograd Oblast	2020-05-14	2020-05-13T07:35:00+0000	13	1259	329		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Vologda_Oblast	Vologda Oblast	2020-05-14	2020-05-13T07:35:00+0000	1	334	113		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Volusia_County,_Florida	Volusia County, Florida	2020-05-13		30	566		13547	https://floridahealthcovid19.gov/
Vorarlberg	Vorarlberg	2020-05-14	2020-05-13T20:00:00	18		847		https://info.gesundheitsministerium.at/
Voronezh_Oblast	Voronezh Oblast	2020-05-14	2020-05-13T07:35:00+0000	12	983	428		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Vouzela	Vouzela	2020-05-14	2020-05-13T23:00:00		8			https://covid19.min-saude.pt/
V%C4%A9nh_Ph%C3%BAc_Province	Vĩnh Phúc Province	2020-05-14		0	19	19		https://ncov.moh.gov.vn/
Wabash_County,_Illinois	Wabash County, Illinois	2020-05-13		0	1			http://www.dph.illinois.gov/
Wabash_County,_Indiana	Wabash County, Indiana	2020-05-13	2020-05-13T12:00:00	2	67		427	https://coronavirus.in.gov/
Wabasha_County,_Minnesota	Wabasha County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	15			https://www.health.state.mn.us/
Wabaunsee_County,_Kansas	Wabaunsee County, Kansas	2020-05-13	2020-05-13T16:00:00		27			https://www.coronavirus.kdheks.gov
Wadena_County,_Minnesota	Wadena County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	4			https://www.health.state.mn.us/
Wagoner_County,_Oklahoma	Wagoner County, Oklahoma	2020-05-13	2020-05-13T00:00:00	17	131	96		https://coronavirus.health.ok.gov/
Wahkiakum_County,_Washington	Wahkiakum County, Washington	2020-05-13		0	4			https://coronavirus.wa.gov/
Waidhofen_an_der_Thaya_District	Waidhofen an der Thaya District	2020-05-14	2020-05-13T20:00:00		72			https://info.gesundheitsministerium.at/
Waidhofen_an_der_Ybbs	Waidhofen an der Ybbs	2020-05-14	2020-05-13T20:00:00		24			https://info.gesundheitsministerium.at/
Waikato	Waikato	2020-05-14	2020-05-13T01:50:00+0000	1	188	177		https://www.health.govt.nz/
Wake_County,_North_Carolina	Wake County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	25	1080			https://www.ncdhhs.gov/
Wakefield,_Massachusetts	Wakefield, Massachusetts	2020-05-13	2020-05-13T20:00:00		257			https://www.mass.gov/
Wakulla_County,_Florida	Wakulla County, Florida	2020-05-13		1	31		725	https://floridahealthcovid19.gov/
Waldo_County,_Maine	Waldo County, Maine	2020-05-13	2020-05-13T16:30:00+0000	14	49	33		https://www.maine.gov/
Wales	Wales	2020-05-14	2020-05-13T15:22:47	1154	11706			https://www.gov.uk/
Wales,_Massachusetts	Wales, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Walker_County,_Alabama	Walker County, Alabama	2020-05-13		0	111		1556	https://covid19.alabama.gov/
Walker_County,_Georgia	Walker County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	0	73			https://dph.georgia.gov/
Walker_County,_Texas	Walker County, Texas	2020-05-13		2	393	161		https://www.dshs.state.tx.us/
Walla_Walla_County,_Washington	Walla Walla County, Washington	2020-05-13		2	105			https://coronavirus.wa.gov/
Waller_County,_Texas	Waller County, Texas	2020-05-13		0	37	27		https://www.dshs.state.tx.us/
Wallowa_County,_Oregon	Wallowa County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	0	1		56	https://govstatus.egov.com/OR-OHA-COVID-19
Walnut,_California	Walnut, California	2020-05-13	2020-05-13T03:00:00+0000		30			http://publichealth.lacounty.gov/
Walpole,_Massachusetts	Walpole, Massachusetts	2020-05-13	2020-05-13T20:00:00		199			https://www.mass.gov/
Walsh_County,_North_Dakota	Walsh County, North Dakota	2020-05-13			9	7	536	https://www.health.nd.gov/
Walthall_County,_Mississippi	Walthall County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	0	42			https://msdh.ms.gov/
Waltham,_Massachusetts	Waltham, Massachusetts	2020-05-13	2020-05-13T20:00:00		994			https://www.mass.gov/
Walton_County,_Florida	Walton County, Florida	2020-05-13		2	68		883	https://floridahealthcovid19.gov/
Walton_County,_Georgia	Walton County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	7	159			https://dph.georgia.gov/
Walworth_County,_South_Dakota	Walworth County, South Dakota	2020-05-13	2020-05-13T10:30:47		5	5	78	https://doh.sd.gov/
Walworth_County,_Wisconsin	Walworth County, Wisconsin	2020-05-13	2020-05-13T06:00:00	11	243			https://www.dhs.wisconsin.gov/
Wapello_County,_Iowa	Wapello County, Iowa	2020-05-13		2	306			https://idph.iowa.gov/
Ward_County,_North_Dakota	Ward County, North Dakota	2020-05-13			28	20	2981	https://www.health.nd.gov/
Ware,_Massachusetts	Ware, Massachusetts	2020-05-13	2020-05-13T20:00:00		21			https://www.mass.gov/
Ware_County,_Georgia	Ware County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	12	166			https://dph.georgia.gov/
Wareham,_Massachusetts	Wareham, Massachusetts	2020-05-13	2020-05-13T20:00:00		171			https://www.mass.gov/
Warren,_Massachusetts	Warren, Massachusetts	2020-05-13	2020-05-13T20:00:00		13			https://www.mass.gov/
Warren,_Rhode_Island	Warren, Rhode Island	2020-05-13	2020-05-13T00:00:00		44			https://health.ri.gov/
Warren_County,_Georgia	Warren County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	0	16			https://dph.georgia.gov/
Warren_County,_Illinois	Warren County, Illinois	2020-05-13		0	105			http://www.dph.illinois.gov/
Warren_County,_Indiana	Warren County, Indiana	2020-05-13	2020-05-13T12:00:00	1	12		109	https://coronavirus.in.gov/
Warren_County,_Iowa	Warren County, Iowa	2020-05-13		0	52			https://idph.iowa.gov/
Warren_County,_Kentucky	Warren County, Kentucky	2020-05-13		2	637			https://govstatus.egov.com/
Warren_County,_Mississippi	Warren County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	2	123			https://msdh.ms.gov/
Warren_County,_Missouri	Warren County, Missouri	2020-05-13		0	24			https://health.mo.gov/
Warren_County,_New_Jersey	Warren County, New Jersey	2020-05-13		114	1066			https://www.nj.gov/
Warren_County,_New_York	Warren County, New York	2020-05-13	2020-05-13T14:00:00	23	223		2304	https://coronavirus.health.ny.gov/
Warren_County,_North_Carolina	Warren County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	23			https://www.ncdhhs.gov/
Warren_County,_Ohio	Warren County, Ohio	2020-05-13	2020-05-13T18:00:00	13	237			https://coronavirus.ohio.gov/
Warren_County,_Pennsylvania	Warren County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	0	2		222	https://www.health.pa.gov/
Warren_County,_Tennessee	Warren County, Tennessee	2020-05-13	2020-05-13T19:00:00		13	8		https://www.tn.gov/
Warren_County,_Virginia	Warren County, Virginia	2020-05-13	2020-05-13T13:00:00	1	88			http://www.vdh.virginia.gov/
Warrick_County,_Indiana	Warrick County, Indiana	2020-05-13	2020-05-13T12:00:00	20	133		986	https://coronavirus.in.gov/
Warrington	Warrington	2020-05-14	2020-05-13T15:22:47		688			https://www.gov.uk/
Warwick,_Massachusetts	Warwick, Massachusetts	2020-05-13	2020-05-13T20:00:00					https://www.mass.gov/
Warwick,_Rhode_Island	Warwick, Rhode Island	2020-05-13	2020-05-13T00:00:00		461			https://health.ri.gov/
Warwickshire	Warwickshire	2020-05-14	2020-05-13T15:22:47		1333			https://www.gov.uk/
Wasatch_County,_Utah	Wasatch County, Utah	2020-05-13	2020-05-13T19:00:00+0000	1	185			https://coronavirus.utah.gov/
Wasco_County,_Oregon	Wasco County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	1	16		832	https://govstatus.egov.com/OR-OHA-COVID-19
Waseca_County,_Minnesota	Waseca County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	18			https://www.health.state.mn.us/
Washakie_County,_Wyoming	Washakie County, Wyoming	2020-05-13	2020-05-13T06:00:00+0000		5			https://health.wyo.gov/
Washburn_County,_Wisconsin	Washburn County, Wisconsin	2020-05-13	2020-05-13T06:00:00		1			https://www.dhs.wisconsin.gov/
Washington,_D.C.	Washington, D.C.	2020-05-13	2020-05-12T04:00:00+0000	350	6584	934	31658	https://coronavirus.dc.gov/
Washington,_Massachusetts	Washington, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Washington_(state)	Washington	2020-05-13		975	17512		256321	https://coronavirus.wa.gov/
Washington_County,_Alabama	Washington County, Alabama	2020-05-13		5	57		334	https://covid19.alabama.gov/
Washington_County,_Arkansas	Washington County, Arkansas	2020-05-13		5	114	91	2761	https://www.healthy.arkansas.gov/
Washington_County,_Colorado	Washington County, Colorado	2020-05-13			9			https://covid19.colorado.gov/
Washington_County,_Florida	Washington County, Florida	2020-05-13		0	12		383	https://floridahealthcovid19.gov/
Washington_County,_Georgia	Washington County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	62			https://dph.georgia.gov/
Washington_County,_Idaho	Washington County, Idaho	2020-05-13	2020-05-13T17:00:00		10			https://coronavirus.idaho.gov/
Washington_County,_Illinois	Washington County, Illinois	2020-05-13		0	17			http://www.dph.illinois.gov/
Washington_County,_Indiana	Washington County, Indiana	2020-05-13	2020-05-13T12:00:00	1	49		369	https://coronavirus.in.gov/
Washington_County,_Iowa	Washington County, Iowa	2020-05-13		8	163			https://idph.iowa.gov/
Washington_County,_Kentucky	Washington County, Kentucky	2020-05-13		0	5			https://govstatus.egov.com/
Washington_County,_Maine	Washington County, Maine	2020-05-13	2020-05-13T16:30:00+0000		2	2		https://www.maine.gov/
Washington_County,_Maryland	Washington County, Maryland	2020-05-13		9	287			https://coronavirus.maryland.gov/
Washington_County,_Minnesota	Washington County, Minnesota	2020-05-13	2020-05-13T00:00:00	17	274			https://www.health.state.mn.us/
Washington_County,_Mississippi	Washington County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	4	87			https://msdh.ms.gov/
Washington_County,_Missouri	Washington County, Missouri	2020-05-13		1	9			https://health.mo.gov/
Washington_County,_Nebraska	Washington County, Nebraska	2020-05-13			23		36	http://dhhs.ne.gov/
Washington_County,_New_York	Washington County, New York	2020-05-13	2020-05-13T14:00:00	13	214		1698	https://coronavirus.health.ny.gov/
Washington_County,_North_Carolina	Washington County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	3	25			https://www.ncdhhs.gov/
Washington_County,_Ohio	Washington County, Ohio	2020-05-13	2020-05-13T18:00:00	17	115			https://coronavirus.ohio.gov/
Washington_County,_Oklahoma	Washington County, Oklahoma	2020-05-13	2020-05-13T00:00:00	28	300	241		https://coronavirus.health.ok.gov/
Washington_County,_Oregon	Washington County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	14	614		12064	https://govstatus.egov.com/OR-OHA-COVID-19
Washington_County,_Pennsylvania	Washington County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	4	127		2988	https://www.health.pa.gov/
Washington_County,_Tennessee	Washington County, Tennessee	2020-05-13	2020-05-13T19:00:00		64	60		https://www.tn.gov/
Washington_County,_Texas	Washington County, Texas	2020-05-13		22	175	36		https://www.dshs.state.tx.us/
Washington_County,_Utah	Washington County, Utah	2020-05-13	2020-05-13T14:00:00		136			https://swuhealth.org/covid/
Washington_County,_Vermont	Washington County, Vermont	2020-05-13		1	38			https://www.healthvermont.gov/
Washington_County,_Virginia	Washington County, Virginia	2020-05-13	2020-05-13T13:00:00	3	49			http://www.vdh.virginia.gov/
Washington_County,_Wisconsin	Washington County, Wisconsin	2020-05-13	2020-05-13T06:00:00	4	122			https://www.dhs.wisconsin.gov/
Washington_Parish,_Louisiana	Washington Parish, Louisiana	2020-05-13		29	350			http://ldh.la.gov/
Washoe_County,_Nevada	Washoe County, Nevada	2020-05-13	2020-05-12T15:24:00	40	1116	539		https://www.washoecounty.us/
Washtenaw_County,_Michigan	Washtenaw County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	83	1210			https://www.michigan.gov/
Watauga_County,_North_Carolina	Watauga County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	9			https://www.ncdhhs.gov/
Watertown,_Massachusetts	Watertown, Massachusetts	2020-05-13	2020-05-13T20:00:00		326			https://www.mass.gov/
Watonwan_County,_Minnesota	Watonwan County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	30			https://www.health.state.mn.us/
Waukesha_County,_Wisconsin	Waukesha County, Wisconsin	2020-05-13	2020-05-13T06:00:00	23	421			https://www.dhs.wisconsin.gov/
Waupaca_County,_Wisconsin	Waupaca County, Wisconsin	2020-05-13	2020-05-13T06:00:00	1	14			https://www.dhs.wisconsin.gov/
Waushara_County,_Wisconsin	Waushara County, Wisconsin	2020-05-13	2020-05-13T06:00:00		4			https://www.dhs.wisconsin.gov/
Wayland,_Massachusetts	Wayland, Massachusetts	2020-05-13	2020-05-13T20:00:00		92			https://www.mass.gov/
Wayne_County,_Georgia	Wayne County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	0	14			https://dph.georgia.gov/
Wayne_County,_Illinois	Wayne County, Illinois	2020-05-13		0	10			http://www.dph.illinois.gov/
Wayne_County,_Indiana	Wayne County, Indiana	2020-05-13	2020-05-13T12:00:00	5	56		819	https://coronavirus.in.gov/
Wayne_County,_Iowa	Wayne County, Iowa	2020-05-13		0	1			https://idph.iowa.gov/
Wayne_County,_Kentucky	Wayne County, Kentucky	2020-05-13		0	8			https://govstatus.egov.com/
Wayne_County,_Michigan	Wayne County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	2156	18389			https://www.michigan.gov/
Wayne_County,_Mississippi	Wayne County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	0	29			https://msdh.ms.gov/
Wayne_County,_Nebraska	Wayne County, Nebraska	2020-05-13			3		9	http://dhhs.ne.gov/
Wayne_County,_New_York	Wayne County, New York	2020-05-13	2020-05-13T14:00:00	2	84		2327	https://coronavirus.health.ny.gov/
Wayne_County,_North_Carolina	Wayne County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	13	760			https://www.ncdhhs.gov/
Wayne_County,_Ohio	Wayne County, Ohio	2020-05-13	2020-05-13T18:00:00	47	192			https://coronavirus.ohio.gov/
Wayne_County,_Pennsylvania	Wayne County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	5	107		782	https://www.health.pa.gov/
Wayne_County,_Tennessee	Wayne County, Tennessee	2020-05-13	2020-05-13T19:00:00		3	3		https://www.tn.gov/
Wayne_County,_Utah	Wayne County, Utah	2020-05-13	2020-05-12T00:00:00					https://centralutahpublichealth.org/
Wayne_County,_West_Virginia	Wayne County, West Virginia	2020-05-13	2020-05-13T17:00:00	7	93			https://dhhr.wv.gov/
Waynesboro,_Virginia	Waynesboro, Virginia	2020-05-13	2020-05-13T13:00:00		21			http://www.vdh.virginia.gov/
Weakley_County,_Tennessee	Weakley County, Tennessee	2020-05-13	2020-05-13T19:00:00		24	22		https://www.tn.gov/
Webb_County,_Texas	Webb County, Texas	2020-05-13		17	444	223		https://www.dshs.state.tx.us/
Weber_County,_Utah	Weber County, Utah	2020-05-13	2020-05-12T00:00:00	2	200	118		http://www.webermorganhealth.org/
Webster,_Massachusetts	Webster, Massachusetts	2020-05-13	2020-05-13T20:00:00		123			https://www.mass.gov/
Webster_County,_Georgia	Webster County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	2	11			https://dph.georgia.gov/
Webster_County,_Iowa	Webster County, Iowa	2020-05-13		0	12			https://idph.iowa.gov/
Webster_County,_Kentucky	Webster County, Kentucky	2020-05-13		0	29			https://govstatus.egov.com/
Webster_County,_Mississippi	Webster County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	1	22			https://msdh.ms.gov/
Webster_County,_Missouri	Webster County, Missouri	2020-05-13		0	16			https://health.mo.gov/
Webster_County,_Nebraska	Webster County, Nebraska	2020-05-13			5		9	http://dhhs.ne.gov/
Webster_County,_West_Virginia	Webster County, West Virginia	2020-05-13	2020-05-13T17:00:00					https://dhhr.wv.gov/
Webster_Parish,_Louisiana	Webster Parish, Louisiana	2020-05-13		4	112			http://ldh.la.gov/
Weiz_District	Weiz District	2020-05-14	2020-05-13T20:00:00		189			https://info.gesundheitsministerium.at/
Weld_County,_Colorado	Weld County, Colorado	2020-05-13		119	2211			https://covid19.colorado.gov/
Wellesley,_Massachusetts	Wellesley, Massachusetts	2020-05-13	2020-05-13T20:00:00		207			https://www.mass.gov/
Wellfleet,_Massachusetts	Wellfleet, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
